Actual Cap Rate,Age,Asking Price,Assessed Improved,Assessed Land,Assessed Value,Assessed Year,Bldg SF,Building Class,Building Condition,Building Materials,Buyer (True) Address,Buyer (True) City,Buyer (True) Company,Buyer (True) Contact,Buyer (True) Phone,Buyer (True) Post-Direction,Buyer (True) Pre-Direction,Buyer (True) State,Buyer (True) Street Name,Buyer (True) Street Number,Buyer (True) Zip Code,Buyer Address,Buyer City,Buyer Company,Buyer Contact,Buyer Phone,Buyer State,Buyer Street Name,Buyer Street Number,Buyer Street Post-Direction,Buyer Street Pre-Direction,Buyer Zip Code,Buyers Broker Address,Buyers Broker Agent First Name,Buyers Broker Agent Last Name,Buyers Broker City,Buyers Broker Company,Buyers Broker Phone,Buyers Broker State,Buyers Broker Street Name,Buyers Broker Street Number,Buyers Broker Street Post-Direction,Buyers Broker Street Pre-Direction,Buyers Broker Zip Code,Ceiling Height,Comp ID,Comps Number,Corner,Coverage,Description Text,Document Number,Down Payment,Fire Sprinkler,First Trust Deed Balance,First Trust Deed Lender,First Trust Deed Payment,First Trust Deed Terms,Floor Area Ratio,Frontage,GIM,GRM,Gross Income,Improvement Ratio,Land Area AC,Land Area SF,Land Improvements,Land SF Gross,Land SF Net,Latitude,Legal Description,Listing Broker Address,Listing Broker Agent First Name,Listing Broker Agent Last Name,Listing Broker City,Listing Broker Company,Listing Broker Phone,Listing Broker State,Listing Broker Street Name,Listing Broker Street Number,Listing Broker Street Post-Direction,Listing Broker Street Pre-Direction,Listing Broker Zip Code,Loading Docks,Longitude,Lot Dimensions,Map Code,Map Page,Map X,Map Y,Market,Market Time,Multi-Sale Name,Net Income,Non-Arms Length Reasons,Number Of 1 Bedrooms,Number Of 2 Bedrooms,Number Of 3 Bedrooms,Number Of Floors,Number Of Other Bedrooms,Number Of Parking Spaces,Number Of Rooms,Number Of Studios,Number Of Tenants,Number Of Units,One Bedroom Mix,Other Mix,Parcel Number 1,Parcel Number 2,Parking Ratio,Percent Office,Portfolio City,Portfolio County,Portfolio Name,Portfolio State,Portfolio Zip,Power,Price Per AC Land,Price Per AC Land Net,Price Per Room,Price Per SF,Price Per SF (Net),Price Per SF Land,Price Per SF Land Net,Price Per Unit,Pro Forma Cap Rate,Property Address,Property City,Property County,Property Name,Property State,Property Street Name,Property Street Number,Property Street Post-Direction,Property Street Pre-Direction,Property Zip Code,PropertyType,Proposed Use,Publication Date,Rail Served,Recording Date,Research Completed Date,Research Status,Roof Type,Sale Condition,Sale Date,Sale Price,Sale Price Comment,Sale Status,Second Trust Deed Balance,Second Trust Deed Lender,Second Trust Deed Payment,Second Trust Deed Terms,Secondary Type,Seller (True) Address,Seller (True) City,Seller (True) Company,Seller (True) Contact,Seller (True) Phone,Seller (True) Post-Direction,Seller (True) Pre-Direction,Seller (True) State,Seller (True) Street Name,Seller (True) Street Number,Seller (True) Zip Code,Seller Address,Seller City,Seller Company,Seller Contact,Seller Phone,Seller State,Seller Street Name,Seller Street Number,Seller Street Post-Direction,Seller Street Pre-Direction,Seller Zip Code,Size,Stamp,Star Rating,Studio Mix,Submarket Cluster,Submarket Code,Submarket Name,Tenancy,Three Bedroom Mix,Title Company,Total Expense Amount,Transaction Notes,Transfer Tax,Two Bedroom Mix,Typ Flr (SF),Units Per Acre,Vacancy,Year Built,Zoning
,50,,,,,2010,25230,C,,Masonry,,,,,,,,,,,,,,Terralux Studio,,,,,,,,,,,,,,,,,,,,,"16'0""",2180612,,,0.392416089,,,,None,,,,,0.406149874,200 feet on Round Table Dr,,,,,1.48,64294,,,,32.831229,,"1431 Greenway Dr, 350",Jeremy,Mercer,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,3,-96.885139,,33-ND,33,N,D,Dallas/Ft Worth,,,,,,,,1,,35,,,,,,,7.79743E+11,,1.39,31.71,,,,,,N,284891.6,,,16.67,16.67,6.54,,,,1221-1225 Round Table Dr,Dallas,Dallas,,TX,Round Table Dr,1221,,,75247,Industrial,,9/20/2011,,,9/20/2011,Research Complete,,,9/1/2011,420500,Confirmed,Sold,,,,,Distribution,"1431 Greenway Dr, 350",Irving,Jeff Mercer,Jeff Mercer,2146307010,,,TX,Greenway Dr,1431,75038,"1431 Greenway Dr, 350",Irving,CJM Properties LLC,,,TX,Greenway Dr,1431,,,75038,25230,,2 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,25221.36,"It has been reported that the property at 1221-1225 Round Table Dr. in Dallas, TX has sold as of the begining of September. The seller was a CJM Properties LLC. They were represented by Mercer Company. The new owner is a Terralux Studio. They did not have a broker to represent them in the transaction. Documents will be attached as they become available.",,,25230,,,1964,"IR, Dallas"
,31,495000,412430,100250,512680,2011,11257,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16'0""",2235950,,,0.56181065,,,,None,,,,,0.570344862,,,,,80,0.46,20037,,,,32.8810498,SHELTON/DALLAS NORTHEAST BLK B/8051 LOT 6 ACS 0.4603 VOL91086/0984 EX042691 CO-DALLAS 8051 00B 00600 3008051 00B,"2600 Avenue K, 253",Ron,Putnam,Plano,Putnam Commercial Real Estate,9725789594,TX,Avenue K,2600,,,75074,None,-96.6965981,,28-ND,28,N,D,Dallas/Ft Worth,443,,,,,,,1,,,,,,,,,0080510B000060000,,,,,,,,,,913043.48,,,37.31,37.31,20.96,,,,10761 Mapleridge Dr,Dallas,Dallas,,TX,Mapleridge Dr,10761,,,75238,Industrial,,1/5/2012,,,1/9/2012,Research Complete,,,12/30/2011,420000,Confirmed,Sold,,,,,Distribution,10761 Mapleridge Dr,Dallas,"DFW Insulation Co., Inc.",,9727724060,,,TX,Mapleridge Dr,10761,75238,2723 Logan St,,"DFW Insulation Co , Inc",,9727724060,,Logan St,2723,,,,11257,,2 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Single,,,14151.91,"A member of the seller party confirmed the property on 10761 Mapleridge Dr was sold on December 30, 2011 at the price of $420,000.",,,11257,,,1983,CS
,30,415000,260802,57120,317922,2012,7632,C,,Masonry,600 Crown Colony Dr,Arlington,Scott Rand,Scott Rand,8177010484,,,TX,Crown Colony Dr,600,76006,600 Crown Colony Dr,Arlington,Scott Rand,,8177010484,TX,Crown Colony Dr,600,,,76006,,,,,,,,,,,,,"15'0""-16'0""",2934298,,,0.400945626,"With access to Hwy 360, I-30, and Hwy 161 expansion, building features include 1-12'x12' and 1-12'x14' grade-level door, 1 dock-high door with leveler, and air-conditioned warehouse.",D213320233,,None,,,,,0.422064618,,,,,82,0.44,19035,,,,32.7642115,,"101 Summit Ave, 400",Donnie,Rohde,Fort Worth,"Holt Lunsford Commercial, Inc.",8177101110,TX,Summit Ave,101,,,76102,1,-97.0495675,,70-UF,70,U,F,Dallas/Ft Worth,338,,,,,,,1,,4,,,1,,,,4802675,,,18.501048,,,,,,,949656.75,,,54.38,54.38,21.8,,,,1000 Oakmead Dr,Arlington,Tarrant,,TX,Oakmead Dr,1000,,,76011,Industrial,,1/15/2014,,12/20/2013,1/27/2014,Research Complete,,,12/20/2013,415000,Confirmed,Sold,,,,,Warehouse,411-413 Exchange Dr,Arlington,"Liberty Trailer Sales And Leasing, Inc.",Jeff Thornton,8174696660,,,TX,Exchange Dr,411,76011,,,Tfpi Oakmead Llc,,,,,,,,,7632,,2 Star,,Great SW/Arlington Ind,GUC,Upper Great Southwest Ind,Multi,,,6119.85,"This 7,632 SF industrial building sold on December 20th, 2013 for an $415,000. The information contained within this report was confirmed with sources deemed reliable. This property was listed for sale on CoStar since January 16th, 2013. The deed is attached.",,,7632,,,1984,IM
,48,415000,96220,197940,294160,2011,11753,C,,Reinforced Concrete,,,,,,,,,,,,"12603 Southwest Fwy, 410",Stafford,"United Towing and Transport, Inc.",,2815687766,TX,Southwest Fwy,12603,,,77477,,,,,,,,,,,,,"13'6""-14'6""",2284001,,,0.237511115,,,,None,,,,,0.237511115,,,,,32,1.14,49484,,,,32.876405,,"2600 Avenue K, 253",Ron,Putnam,Plano,Putnam Commercial Real Estate,9725789594,TX,Avenue K,2600,,,75074,None,-96.6666059,,,,,,Dallas/Ft Worth,119,,,,,,,1,,33,,,,,,,2.64205E+16,,2.81,,,,,,,Y,360915.49,,,34.88,34.88,8.29,,,,2521 Oakland St,Garland,Dallas,,TX,Oakland St,2521,,,75041,Industrial,,3/28/2012,,3/22/2012,3/28/2012,Research Complete,,,3/15/2012,410000,Confirmed,Sold,,,,,Service,2609 Oakland Ave,Garland,"North Texas Fleet Services, LLC",Mike Karkhoff,9722782400,,,TX,Oakland Ave,2609,75041,2521 Oakland Ave,Garland,"2521 Oakland Property, LTD.",,9722782400,TX,Oakland Ave,2521,,,75041,11753,,2 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Multi,,,10776.53,"Details of this transaction are from sources deemed to be accurate. The industrial-use property was sold on March 15th, 2012 for the purpose of owner-occupancy. Following the sale, the property will be used by an entity that services vehicles in conjunction with an AAA affiliate based in Houston, TX. 2521 Oakland Property, LTD. sold the property to an undisclosed buyer. The transaction closed at $410,000. It has not yet been determined as to when the buyer will begin physically occupying the property.",,,11753,,,1966,Industrial-1
,57,500000,224390,77890,302280,2012,10500,C,,Masonry,7150 Baxtershire Dr,Dallas,Robert T Gunby,Robert Gunby,,,,TX,Baxtershire Dr,7150,75230,7150 Baxtershire Dr,Dallas,Rtg Frisco Mob Llc,,,TX,Baxtershire Dr,7150,,,75230,,,,,,,,,,,,,"12'0""",2894801,,,0.404452833,,20130344379,,None,342125,Frost Bank,,Lender Name: Frost Bk,0.404452833,,,,,74,0.6,25961,,,,32.814349,,"2001 Ross Ave, 2800",Hanes,Chatham,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,1,-96.878477,,33-XD,33,X,D,Dallas/Ft Worth,389,,,,,,,1,,15,,,1,,,,7.78711E+11,,1.43,,,,,,,,675335.57,,,38.33,38.33,15.5,,,,7715 Sovereign Row,Dallas,Dallas,,TX,Sovereign Row,7715,,,75247,Industrial,,11/25/2013,,11/6/2013,12/10/2013,Research Complete,,,11/5/2013,402500,Confirmed,Sold,,,,,Distribution,425 Regal Row,Dallas,Woodright Company Inc,Steven Welch,2146308811,,,TX,Regal Row,425,75247,,,Slrc Holdings Inc,,,,,,,,,10500,,1 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,"Woodright Company Inc. sold 7715 Sovereign Row in Dallas, TX to Robert T Gunby for a confirmed price of $402,500.",,,10500,,,1957,IR
,30,425000,177040,105210,282250,2010,10000,C,,Steel,3826-3832 Cavalier Dr,Garland,Magnum Manhole & Underground Co,,9722762048,,,TX,Cavalier Dr,3826,75042,,,MMUC Properties LLC,,,,,,,,,"12830 Hillcrest Rd, 111",Mike,Gravitt,Dallas,Mike Gravitt & Company,9723649096,TX,Hillcrest Rd,12830,,,75230,,2164678,,,0.229568411,,20110197543,59000,,335000,American Nat'l Bk/tx,,,0.229568411,,,,,62,1,43560,,,,32.9164009,,"9400 N Central Expy, 500",Chris,Stout,Dallas,Bradford Companies,9727767000,TX,Central Expy,9400,,N,75231,2,-96.6302112,,,,,,Dallas/Ft Worth,1147,,,,,,,1,,11,,,,,,,2.63094E+16,,1.1,5,,,,,,Y,394000,,,39.4,39.4,9.04,,,,428 N 1st St,Garland,Dallas,,TX,1st St,428,N,N,75040,Industrial,,8/22/2011,,7/25/2011,8/26/2011,,,,7/25/2011,394000,Confirmed,Sold,,,,,Warehouse,,,,,,,,,,,,428 N 1st St,Garland,Bell's Conversions Inc,,,TX,1st St,428,,N,75040,10000,,3 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Single,,,7285.52,All parties involved were either unable to disclose any data or could not be reached for comment. Details provided are based on information obtained from recorded documents and county assessor records.,,,10000,,,1984,Light Manufacturing
,50,475000,,,,2011,2612,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'0""",2488617,,,0.746925937,,,,,,,,,0.746925937,,,,,,0.08,3497,,,,32.9575059,,"2626 Myrtle Springs Ave, 100",Bo,Miller,Dallas,Bolanz & Miller,2143507997,TX,Myrtle Springs Ave,2626,,,75220,None,-96.7271672,,,,,,Dallas/Ft Worth,1587,,,,,,,1,,,,,,,,,4.20965E+16,,,,,,,,,,4732254.05,,,145.48,145.48,108.64,,,,532 N Interurban St,Richardson,Dallas,,TX,Interurban St,532,N,N,75081,Industrial,,6/8/2012,,,6/13/2012,Research Complete,,,5/8/2012,380000,Confirmed,Sold,,,,,Warehouse,"12640 Northwest Hwy E, 400",Dallas,Canyon Creek Roof Company Inc.,Fred Bolanz Jr.,9726692700,E,,TX,Northwest Hwy,12640,75228,"12640 Northwest Hwy E, 400",Dallas,Canyon Creek Roof Company Inc.,,9726692700,TX,Northwest Hwy,12640,E,,75228,2612,,2 Star,,Northeast Dallas Ind,GTY,Richardson Ind,Single,,,3032.07,"It has been reported that the property at 532 N Interurban St. in Richardson, TX has sold as of 5/8/2012. The 2,612SF industrial building sold for a confirmed price of $380,000. The seller was a Fred Bolanz Jr. of Canyon Creek Roof Company Inc. They were represented by their cousins Bo and Scott Miller of Bolanz & Miller. There were no special sale conditions. The new owner does plan own owning and occupying the property for their own business. It's unknown at this time who the new owner is and what type of business. They did not have a broker to represent them in the transaction.",,,2612,,,1964,"I,Richardson"
,49,425000,,,,2011,6028,C,,,,,Edward Dees,Edward Dees,,,,,,,,,,Edward Dees,,,,,,,,,"7200 MoPac Expy N, 400",Cheryl,Smith,Austin,The Kucera Companies,5123460025,TX,MoPac Expy,7200,N,,78731,"12'0""",2484974,,,0.461279461,,,,None,,,,,0.461279461,,,,,,0.3,13068,,,,32.9573278,,"1431 Greenway Dr, 350",Matt,Spellman,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,None,-96.727314,,,,,,Dallas/Ft Worth,147,,,,,,,1,,,,,,,,,4.20965E+16,,,33.1785,,,,,,,1266666.67,,,63.04,63.04,29.08,,,,526 N Interurban St,Richardson,Dallas,,TX,Interurban St,526,N,N,75081,Industrial,,6/4/2012,,,6/5/2012,Research Complete,,,6/1/2012,380000,Confirmed,Sold,,,,,Warehouse,"12640 Northwest Hwy E, 400",Dallas,Canyon Creek Roof Company Inc.,Fred Bolanz Jr.,9726692700,E,,TX,Northwest Hwy,12640,75228,2941 Hidden Creek Ln,McKinney,Bolanz Fred JR,,9725489022,TX,Hidden Creek Ln,2941,,,75070,6028,,2 Star,,Northeast Dallas Ind,GTY,Richardson Ind,Single,,,4907.72,"It has been reported that the property at 526 N Interurban St. in Richardson, TX sold as of 6/1/2012. The 6,028Sf industrial property sold for a confirmed price of $380,000. The seller is Fred Bolanz Jr. They were represented by Matt Spellman of Mercer Company. The new owner is Edward Dees. He was represented by Cheryl Smith. There are no special sale conditions to report at this time. Documents will be attached as they become available.",,,6028,,,1965,"I,Richardson"
,14,420000,87220,113750,200970,2012,5800,C,,Steel,,,,,,,,,,,,802 Sunset Dr,Irving,Jose G Amaya,,,TX,Sunset Dr,802,,,75061,,,,,,,,,,,,,"16'0""",2891966,,,0.091827365,,2.013E+11,380000,,,,,,0.149551946,,,,,43,1.45,63162,,,,32.8200901,,"500 S Denton Tap Rd, 110",Dan,Gooding,Coppell,RE/MAX DFW Associates,9724628181,TX,Denton Tap Rd,500,,S,75019,None,-96.9466262,,,,,,Dallas/Ft Worth,48,,,,,,,1,,20,,,2,,,,325516400A0030000,,3.45,,,,,,,,262068.97,,,65.52,65.52,6.02,,,,705 N Main St,Irving,Dallas,,TX,Main St,705,N,N,75061,Industrial,,11/20/2013,,11/19/2013,12/12/2013,Research Complete,,,11/18/2013,380000,Confirmed,Sold,,,,,Service,,,,,,,,,,,,2206 N Pearson Ln,Westlake,Reeder Randy & Kay,,,TX,Pearson Ln,2206,,N,76262,5800,,3 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,,,,5800,,,2000,SP1
,41,,268530,155000,423530,2012,9050,C,,Metal,3714 Queenswood Pl,Garland,ER Enterprises LLC,Randy Herman,9725177979,,,TX,Queenswood Pl,3714,75040,3714 Queenswood Pl,Garland,ER Enterprises LLC,,9725177979,TX,Queenswood Pl,3714,,,75040,,,,,,,,,,,,,"10'0""-12'0""",2789092,,,0.230843791,,20130206132,58000,,342000,Private Individual Fas Fiancial Inc,,Lender Name: Private Individual Dosek Scott & Judy Tr (pt),0.230843791,,,,,63,0.9,39204,,,,32.9456777,,"2001 Ross Ave, 2800",Patrick,Johnson,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,2,-96.6551516,,,,,,Dallas/Ft Worth,603,,,,,,,1,,15,,,1,,,,2.62735E+16,,1.66,16.574586,,,,,,,422222.22,,,41.99,41.99,9.69,,,,1821 Belt Line Rd,Garland,Dallas,,TX,Belt Line Rd,1821,,,75044,Industrial,,7/16/2013,,7/1/2013,7/17/2013,Research Complete,,,6/21/2013,380000,Confirmed,Sold,,,,,Warehouse,7131 N 40th St,Paradise Valley,E Scott & Judy Dosek Trust,Scott Dosek,4809518120,,N,AZ,40th St,7131,85253,7131 N 40th St,Paradise Valley,E Scott & Judy Dosek Trust,,4809518120,AZ,40th St,7131,,N,85253,9050,,2 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Single,,,,"A source deemed reliable confirmed sale date of 06/21/13, buyer, seller, brokers, sale price of $380,000 and market length of 60 days. It was reported that the buyer used seller financing for the purchase. It was reported that the buyer will use the property dba as Chem-Dry.",,,9050,,,1973,GB
,34,,,,,,4777974,B,,Steel,,,,,,,,,,,,"700 N Pearl St, 1600",Dallas,"American Brownfield MCIC, LLC",Robert Owens,2143682152,TX,Pearl St,700,,N,75201,,,,,,,,,,,,,,2665757,,,0.348346025,"* 100% leased, single-tenant manufacturing facility * Headquarters to reputable aerospace industry manufacturer * Centrally-located to downtown Dallas (20 minutes), downtown Ft. Worth (30 minutes) and DFW airport (20 minutes) * On-site rail intermodal, easy access to I-30 and ample paved loading areas * 31 acres of undeveloped land offers potential for redevelopment * Surrounded by multiple zoning options including commercial, industrial, residential and institutional The Dallas Global Industrial Center contains approximately 171 primary buildings consisting mainly of industrial steel-frame construction. Existing structures include three (3) large-scale manufacturing facilities ranging from approximately 925,000 to 1,400,000 square feet, four (4) office buildings of various sizes, over 30 warehouses, hangars and storage facilities, and over 20 guardhouses along with various buildings used for supportive manufacturing services. The majority of the 425-acre complex is paved with light landscaping throughout.",,356000,Yes,,,,,0.353566287,,,,,,314.88,13716172,,,,32.7441076,,"819 Taylor St, 12B",William,Rollings,Fort Worth,"GSA, Greater Southwest Region 7",8179782331,TX,Taylor St,819,,,76102,None,-96.9825791,,,,,,Dallas/Ft Worth,886,,,,,,,1,,500,,,1,,,,5.13574E+11,,,9.409344,,,,,,,1192.68,,,0.08,0.08,0.03,,,,9314 W Jefferson Blvd,Dallas,Dallas,Dallas Global Industrial Center,TX,Jefferson Blvd,9314,W,W,75211,Industrial,,1/31/2013,Union Pacific Railroad,,2/21/2013,Research Complete,,Redevelopment Project,10/5/2012,375550,Confirmed,Sold,,,,,Manufacturing,"801 Cherry St, 4",Fort Worth,U S A,,8172525200,,,TX,Cherry St,801,76102,"801 Cherry St, 4",Fort Worth,U S A,,8172525200,TX,Cherry St,801,,,76102,4777974,,2 Star,,South Stemmons Ind,GUN,Western Lonestar/Tpke Ind,Single,,,9823.77,"A source deemed reliable confirmed the property located at 9314 W Jefferson Boulevard was sold on October 5, 2012 for $375,550. It was reported there was no financing involved, this was also the same consideration listed in the Dallas County Register of Deeds. Other news sources state the buyer also acquired a $16,760,000 letter of credit for clean up costs of environmental damage to the site due to years of industrial use. The current tenant was Triumph Aerostructures - Vought Aircraft Division, a leading global manufacturer of aerostructures for commercial, military, and business jet aircraft. The GSA, Greatest Southwest Region represented the Seller, the United States Navy, and the buyer is Dallas-based American brownfield Corporation. The buyer specializes in brownfield redevelopment of urban and suburband brownfields, primarily in Texas. It was reported to CoStar that the Seller liquidated the asset as it no longer served its business needs and passed the clean-up costs of the site to the Buyer. Sale conditions that affected the sale price included long-term capital maintenance and clean-up costs. The Buyer declined to comment.",,,4777974,,100,1980,IR
,53,530000,447070,87330,534400,2011,22000,C,,Masonry,4814 Calvert St,Dallas,All You Can Move,Hezi Yechezkell,2147517610,,,TX,Calvert St,4814,75247,4814 Calvert St,Dallas,Movers of America LLC,,2147517610,TX,Calvert St,4814,,,75247,"1431 Greenway Dr, 350",Jeremy,Mercer,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,"20'0""",2241305,,,0.629831091,,20110330781,,None,300000,The Frost National Bank,,,0.629831091,140 feet on Woodall St,,,,83,0.8,34930,,,,32.804673,Por lot 2-3 blk 4/7965 Trinity Industrial District,"2001 Ross Ave, 2800",Jason,Moser,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,2,-96.86662,,43-CD,43,C,D,Dallas/Ft Worth,84,,,,,,,1,,16,,,,,,,7.65775E+11,,0.76,9.090909,,,,,,N,467639.36,,,17.05,17.05,10.74,,,,4838 Woodall St,Dallas,Dallas,,TX,Woodall St,4838,,,75247,Industrial,,1/12/2012,,,1/18/2012,Research Complete,,,12/19/2011,375000,Confirmed,Sold,,,,,Warehouse,4039 Buena Vista St,Dallas,Steven Sandomierski,Steven Sandomierski,2144543009,,,TX,Buena Vista St,4039,75204,4039 Buena Vista St,Dallas,Presque Isle Development Inc,,,TX,Buena Vista St,4039,,,75204,22000,,2 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,14205.11,The parties involved were not at liberty to disclose any of the vital data or were unable to be contacted. All information is based on recorded documents and county assessor records.,,,22000,,,1961,"IR, Dallas"
,32,400000,326170,69690,395860,2012,17400,C,,Metal,14 Chase Dr,Santa Barbara,Barret W. Hilzer,Barret Hilzer,8059666506,,,CA,Chase Dr,14,93108,14 Chase Dr,Santa Barbara,Hilzer Family Trust,,8059666506,CA,Chase Dr,14,,,93108,,,,,,,,,,,,,"14'0""",2721723,,,0.399449036,,20130089439,,Yes,,,,,0.420477502,,,,,82,1,43560,,,,32.81354,IRVING HEIGHTS M W PT 8 1411 PERRY ST VOL2004246/4446 DD12142004 CO-DC 2105000000802 1CI21050000,"2001 Ross Ave, 2800",Jason,Moser,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,None,-96.928427,,31B-ZD,31B,Z,D,Dallas/Ft Worth,1120,,,,,,,1,,15,,,,,,,3.22105E+16,,0.86,14.367816,,,,,,,361000,,,20.75,20.75,8.29,,,,1411 Perry St,Irving,Dallas,,TX,Perry St,1411,,,75060,Industrial,,4/16/2013,,3/22/2013,4/18/2013,Research Complete,,,3/19/2013,361000,Confirmed,Sold,,,,,Showroom,,,,,,,,,,,,"18 Grafton St, 4th Floor",Worcester,PWRB LLC,,,MA,Grafton St,18,,,01604,17400,,2 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,"PWRB LLC sold 1411 Perry Street in Irving, TX to Hilzer Family Trust for $361,000.",,,17400,,,1982,ML20
,54,405000,,,,,13500,C,,Masonry,,,Hines Nuts,,,,,,,,,,,HCH Operations,,,,,,,,,"2001 Ross Ave, 2800",Hanes,Chatham,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,"14'0""",2726821,,,0.41322314,,,,None,,,,,0.434986226,,,,,,0.75,32670,,,,32.82078,,"1431 Greenway Dr, 350",Jeremy,Mercer,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,2,-96.889294,,33-SD,33,S,D,Dallas/Ft Worth,574,,,,,,,1,,25,,,1,,,,7.78918E+11,,1.85,,,,,,,,476666.67,,,26.48,26.48,10.94,,,,9012 Chancellor Row,Dallas,Dallas,,TX,Chancellor Row,9012,,,75247,Industrial,,4/22/2013,,,5/3/2013,Research Complete,,,4/22/2013,357500,Confirmed,Sold,,,,,Distribution,9012 Chancellor Row,Dallas,John G. Mahler Company,John Mahler,2146313640,,,TX,Chancellor Row,9012,75247,9012 Chancellor Row,Dallas,John G. Mahler Company,,2146313640,TX,Chancellor Row,9012,,,75247,13500,,1 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,,,,13500,,,1960,IR
,58,379000,147860,61630,209490,2012,5593,C,,Metal,"256 Regal Row, B",Dallas,Capital Restoration & Waterproofing Inc,Terry Elliot,2146780032,,,TX,Regal Row,256,75247,256 Regal Row,Dallas,Capital Restoration LLC,,,TX,Regal Row,256,,,75247,,,,,,,,,,,,,"12'0""",2728071,,,0.182722309,,20130110954,,,286000,Bank of the West,,,0.272669657,,,,,70,0.47,20512,,,,32.81422,,"2001 Ross Ave, 2800",Hanes,Chatham,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,None,-96.87808,,33-SD,33,S,D,Dallas/Ft Worth,180,,,,,,,2,,8,,,1,,,,7.78714E+11,,1.43,24,,,,,,N,759184.54,,,63.92,63.92,17.43,,,,7707 Sovereign Row,Dallas,Dallas,,TX,Sovereign Row,7707,,,75247,Industrial,,4/24/2013,,4/10/2013,4/25/2013,Research Complete,,,4/10/2013,357500,Confirmed,Sold,,,,,Manufacturing,7707 Sovereign Row,Dallas,"Woodwright Company, Inc.",Steven Welch,2146308811,,,TX,Sovereign Row,7707,75247,7715 Sovereign Row,Dallas,SLRC Holdings Inc,,,TX,Sovereign Row,7715,,,75247,5593,,2 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,"SLRC Holdings Inc. sold 7707 Sovereign Row, Dallas, TX to Capital Restoration LLC for a confirmed price of $357,500.",,,3748,,,1956,IR
,43,,115040,67170,182210,2012,6146,C,,Masonry,,,,,,,,,,,,,,"Bosco Holdings, LP",,,,,,,,,"1431 Greenway Dr, 350",Matt,Spellman,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,,2928386,,,0.274509804,,20130388395,,None,284000,Prosperity Bank,,,0,,,,,63,0.51,22389,,,,32.8852802,,"5001 Spring Valley Rd, 400W",Joe,Whitmer,Dallas,Transwestern Dallas,9727742500,TX,Spring Valley Rd,5001,,,75244,None,-96.6739758,,,,,,Dallas/Ft Worth,128,,,,,,,1,,,,,1,,,,2.62965E+16,,,,,,,,,,690661.48,,,57.76,57.76,15.86,,,,2609 National Cir,Garland,Dallas,,TX,National Cir,2609,,,75041,Industrial,,1/9/2014,,12/27/2013,1/9/2014,Research Complete,,,12/27/2013,355000,Confirmed,Sold,,,,,Warehouse,"8523 Thackery St, 5004",Dallas,Richard D Hart,Richard Hart,2143633440,,,TX,Thackery St,8523,75225,4307 W Jefferson Blvd,Dallas,Twenty Six 09 National Ctr,,,TX,Jefferson Blvd,4307,,W,75211,6146,,2 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Single,,,,"It has been reported that the property at 2609 National Cir in Garland, TX has sold as of 12/27/2013. The property sold for $355,000. The seller was a Twenty Six 09 National Ctr. They were represented by Joe Whitmer of Transwestern. The new owner is Bosco Holdings LP. They were represented by Matt Spellman of Mercer Company. No special sale conditions to report at this time.",,,6146,,,1971,MI
